148 465
144 94 99
88 93 91
15 85 20
102 104 70
148 144 79
74 139 46
40 94 90
133 42 83
103 12 68
137 59 86
58 30 23
57 21 64
130 139 95
84 70 12
26 35 46
120 36 94
65 74 27
27 47 7
147 8 87
22 146 85
84 50 21
84 50 30
77 131 70
18 134 100
29 45 57
10 145 3
63 75 81
75 45 49
89 109 67
100 34 48
28 130 16
60 74 94
110 37 66
49 132 20
111 124 86
65 1 32
17 102 65
64 145 77
104 2 33
66 4 49
70 72 18
47 9 32
97 144 98
12 60 51
77 69 10
120 33 47
98 30 44
77 60 41
134 55 55
125 72 37
84 75 63
20 105 10
74 124 47
74 144 25
118 18 28
137 23 86
98 117 84
115 6 21
113 18 74
107 56 32
81 104 30
7 76 32
52 9 62
58 6 6
33 122 56
141 91 87
121 49 80
98 103 51
71 7 99
57 15 24
98 124 83
2 116 60
5 142 60
26 9 1
71 73 53
125 132 46
11 119 1
98 66 16
142 132 23
41 73 96
136 97 15
58 113 100
88 116 27
125 147 58
15 71 56
143 96 91
111 17 89
54 61 97
64 17 3
143 102 30
77 145 93
55 116 23
103 27 45
101 21 34
33 77 48
27 20 86
68 36 42
123 128 19
128 19 4
133 30 57
121 96 20
115 127 13
53 39 3
122 145 56
82 34 79
25 27 14
89 24 98
95 135 63
38 108 10
137 142 27
104 23 72
29 121 9
22 105 9
106 80 100
6 56 81
55 111 51
44 81 4
101 8 58
128 63 50
3 41 59
120 130 54
35 50 67
83 109 64
138 71 75
43 11 9
86 114 50
75 146 39
122 62 34
10 109 24
59 115 70
22 8 76
98 77 77
91 47 31
29 120 3
71 65 84
40 60 17
69 37 72
34 90 52
85 37 81
23 56 24
118 61 82
95 55 61
114 42 2
115 145 48
78 146 86
47 107 17
1 33 57
129 61 71
59 6 33
15 79 50
107 100 23
9 113 22
15 91 33
75 96 33
43 38 97
50 64 52
37 67 9
71 98 76
13 126 78
52 77 19
55 5 51
108 39 82
53 60 84
48 125 11
138 113 44
147 33 59
105 57 19
111 36 51
129 127 20
42 1 67
113 117 5
135 106 79
7 54 36
93 116 14
32 47 60
35 109 75
15 74 42
111 127 52
101 88 45
103 37 34
94 75 6
17 107 95
66 72 10
19 126 29
19 44 76
5 7 88
9 124 3
78 54 87
135 45 64
37 118 54
135 91 49
60 115 9
45 95 98
69 94 57
78 52 9
70 1 30
90 129 49
50 52 18
131 16 73
100 65 67
115 141 17
107 67 87
47 91 11
83 21 34
34 115 25
81 84 97
109 50 41
18 66 9
124 144 23
71 35 4
1 55 52
122 47 88
83 132 22
62 129 71
118 121 45
129 136 81
80 125 3
148 135 14
14 23 93
147 75 9
26 6 98
16 45 24
143 145 10
55 132 62
72 78 59
36 7 7
20 60 19
74 90 44
28 103 65
84 46 62
36 106 13
49 108 56
69 55 51
14 50 87
96 113 57
72 64 25
101 16 9
104 3 19
33 52 17
132 90 23
95 87 72
77 30 49
58 89 84
148 30 86
136 12 50
88 146 40
140 113 34
140 72 5
5 97 56
42 110 43
4 72 23
16 20 79
25 100 12
81 31 75
142 67 68
23 77 26
48 61 63
93 140 86
5 71 39
67 88 23
110 25 58
75 132 65
136 40 36
101 105 54
95 109 91
52 98 44
25 141 58
99 54 78
87 45 11
103 9 23
49 64 98
7 104 74
80 30 83
23 41 54
105 39 56
25 52 83
141 28 74
51 106 62
140 135 88
76 32 89
147 130 33
37 100 92
117 72 58
46 24 93
29 127 74
32 139 90
60 38 16
123 118 18
111 53 41
4 72 13
18 143 43
97 74 3
108 82 53
10 106 13
144 18 50
49 58 54
42 71 68
28 18 63
53 74 18
25 3 60
116 20 29
13 131 67
54 16 65
117 72 35
138 42 56
59 112 73
79 75 34
4 37 14
143 63 69
45 48 86
81 133 54
65 141 22
25 86 44
59 66 87
34 125 17
147 46 15
36 119 44
57 99 91
47 42 39
104 70 25
135 104 19
99 12 21
75 55 86
45 109 55
98 117 40
27 123 55
127 30 38
12 132 49
28 22 60
76 124 45
24 93 17
32 16 85
48 97 91
28 18 35
15 44 72
99 133 59
79 82 9
71 50 43
123 63 13
5 103 69
6 80 54
15 90 44
108 86 36
45 30 22
115 114 81
45 143 57
39 24 59
71 26 63
94 108 79
122 106 80
29 1 95
12 71 42
131 96 82
1 137 36
46 140 1
39 114 64
91 97 7
108 50 99
127 139 97
32 140 17
55 53 75
129 104 76
74 69 62
40 122 65
48 140 16
97 145 16
104 136 90
141 9 9
15 63 57
142 96 38
132 35 34
102 46 23
89 22 17
129 8 71
120 19 98
80 132 56
106 22 92
62 8 87
59 51 25
147 127 91
31 140 25
133 124 52
73 85 24
81 70 76
108 54 82
21 47 6
73 105 20
115 142 7
41 80 40
97 11 16
8 147 95
37 39 25
114 28 64
136 113 53
50 104 59
88 78 85
124 103 30
144 105 38
51 48 36
109 145 48
101 81 58
95 94 22
9 7 81
89 117 2
71 128 78
79 144 99
116 118 23
73 128 8
110 80 71
47 89 81
63 114 17
102 137 43
31 63 29
24 73 19
110 55 5
89 102 98
90 69 60
120 102 77
50 26 31
95 35 75
31 96 89
52 91 36
126 96 50
62 23 93
127 48 34
146 13 65
20 45 11
130 46 71
87 44 82
132 40 98
3 141 7
58 87 10
28 55 41
78 8 67
130 5 48
122 75 45
58 64 63
63 43 55
120 94 86
98 84 53
133 89 34
136 126 89
139 40 13
88 20 70
120 68 42
47 22 54
114 73 70
77 22 70
11 111 49
68 37 86
136 118 4
52 126 2
25 106 67
134 13 68
147 26 2
125 27 54
69 94 36
68 117 60
22 10 81
12 51 26
118 57 8
9 120 7
132 22 16
31 141 77
50 54 61
