106 482
52 55 99
58 56 13
28 87 91
8 81 94
41 27 5
79 80 32
80 74 81
4 41 65
38 13 64
103 66 48
19 9 87
47 14 22
42 95 56
48 24 22
40 99 33
106 25 77
44 106 81
54 13 99
52 63 25
7 34 45
32 49 60
8 4 3
4 18 49
95 4 40
68 76 9
90 32 76
51 97 26
74 93 92
7 16 94
60 104 99
38 25 42
14 52 18
38 63 23
34 53 83
24 5 98
83 72 67
7 64 45
37 62 86
69 46 88
57 34 34
83 32 21
63 73 21
54 95 11
34 57 80
97 28 39
35 74 85
19 91 4
10 11 26
13 98 37
94 5 50
7 49 10
18 28 95
28 73 2
74 68 3
87 47 90
45 34 51
72 66 95
16 77 81
53 66 53
86 57 97
70 67 42
92 49 18
77 86 62
62 89 98
81 7 70
10 80 26
2 83 18
26 91 35
42 79 34
17 41 77
22 52 49
103 2 3
9 7 10
16 89 14
95 18 41
100 84 39
48 59 90
27 102 54
49 95 83
19 103 85
105 56 79
66 27 87
81 50 27
48 4 47
6 65 46
89 59 74
21 45 100
70 82 43
58 55 15
62 16 99
70 105 23
4 10 30
30 78 19
55 100 61
15 76 27
3 23 61
65 20 4
77 47 88
25 67 55
31 34 66
38 52 8
82 17 31
42 35 98
92 90 18
81 42 27
31 59 86
25 12 12
72 71 28
32 89 86
58 13 35
92 82 32
17 6 82
23 65 3
62 70 83
79 49 10
29 27 7
95 7 22
41 81 45
64 41 35
54 70 15
58 82 18
52 64 91
7 5 83
85 20 65
10 95 9
26 29 82
58 51 30
46 14 35
90 55 63
83 89 81
10 1 96
76 43 95
37 101 3
105 30 71
82 54 20
31 43 2
102 24 35
31 29 94
22 59 6
61 64 53
68 4 53
2 24 47
83 26 48
47 2 85
37 54 30
47 56 65
105 91 40
22 8 58
42 98 19
17 25 95
82 59 94
4 93 14
90 82 11
25 61 96
10 55 71
19 1 58
72 44 1
50 22 42
53 59 88
63 19 25
102 13 15
44 65 18
95 43 96
71 8 34
72 89 26
28 40 56
60 35 55
27 93 34
89 99 100
81 7 18
3 98 54
37 54 43
65 8 81
28 44 62
14 10 58
7 62 54
42 78 44
28 68 10
26 90 14
12 19 2
87 100 18
106 40 27
32 103 91
73 6 30
31 60 44
88 6 95
104 88 38
73 17 35
63 47 69
26 63 41
104 6 94
50 32 86
92 67 33
59 73 63
90 100 46
71 89 84
20 57 15
48 26 27
51 75 29
23 53 85
52 64 53
56 41 2
69 71 60
19 60 48
75 4 75
18 75 68
78 17 65
30 68 47
75 69 61
35 75 63
5 94 74
68 7 48
3 7 14
64 56 45
60 91 61
16 82 93
90 73 32
68 94 79
82 3 58
54 84 46
52 22 69
1 86 35
56 70 5
83 17 46
14 92 85
28 24 47
12 96 72
92 49 72
54 63 90
80 99 1
3 60 39
4 49 54
2 70 93
31 95 5
29 36 16
47 44 48
11 44 16
83 98 100
28 2 9
24 26 34
92 34 70
59 11 55
39 68 15
19 21 82
30 63 25
11 15 83
10 68 83
83 20 73
96 15 12
5 46 29
94 48 10
38 46 1
74 8 6
84 23 52
35 78 99
58 47 74
47 13 37
35 61 28
51 66 59
73 102 59
40 69 9
65 8 56
97 26 24
68 26 65
38 71 48
29 94 92
22 67 92
42 81 12
89 62 40
10 17 5
67 85 27
25 64 49
37 3 48
36 86 49
37 67 60
4 43 86
14 48 19
66 78 46
89 98 78
83 59 10
84 15 61
51 95 90
96 88 14
10 91 84
87 60 50
58 106 2
29 63 72
9 85 86
16 2 44
84 80 55
17 94 77
73 29 96
100 49 58
69 105 19
84 93 3
30 105 26
36 45 15
53 61 80
42 91 38
12 102 73
7 32 95
97 19 73
44 65 77
105 65 82
88 60 14
32 53 47
66 38 90
35 25 19
17 49 74
33 5 49
49 12 60
36 93 42
31 3 95
100 98 80
33 39 38
57 45 36
95 12 14
30 96 71
90 59 91
96 106 26
49 61 65
39 80 77
78 50 5
38 37 8
3 43 51
26 75 48
99 62 59
3 80 63
87 98 8
54 33 24
98 68 68
77 2 79
94 88 45
86 12 69
87 47 60
37 77 67
97 62 52
81 45 76
48 75 64
68 78 37
33 2 95
65 50 11
56 57 14
103 63 2
23 83 13
19 35 59
40 102 22
65 34 21
92 51 61
22 84 79
94 33 86
24 75 23
75 34 18
105 54 31
11 23 16
80 35 53
19 69 75
65 14 75
6 32 1
15 14 72
45 36 80
35 41 21
9 21 36
36 91 93
82 94 100
62 100 77
24 33 21
34 19 31
105 31 42
59 13 85
62 9 84
10 56 2
50 102 37
49 62 23
52 91 56
104 4 65
42 22 31
18 103 81
53 36 8
45 83 43
25 10 21
49 18 56
50 56 69
7 95 81
14 33 62
40 10 14
16 105 80
53 83 61
83 77 1
80 28 4
102 64 91
86 69 8
90 54 59
91 2 8
14 80 39
96 66 64
95 69 88
86 54 19
35 55 22
98 76 25
105 101 92
103 61 26
72 41 96
104 43 2
47 34 75
72 96 13
28 67 58
85 28 16
9 90 9
70 104 45
4 41 81
73 39 43
45 24 73
34 81 81
1 11 53
87 18 80
99 10 73
69 98 44
47 99 15
81 60 8
99 2 87
55 34 75
69 79 57
63 6 43
13 35 51
93 77 57
92 84 56
36 4 28
90 81 57
77 103 42
64 24 91
27 92 30
74 2 97
14 58 10
70 28 4
71 13 91
67 71 20
89 72 79
56 26 86
51 55 62
60 62 46
59 15 65
77 49 75
93 59 30
14 78 63
40 106 88
30 26 34
93 71 4
63 71 5
34 70 16
83 86 67
20 50 99
20 44 37
50 93 71
37 24 3
69 45 54
60 68 98
58 20 100
85 6 62
6 41 56
79 3 78
71 51 72
78 92 38
105 93 50
100 94 20
7 69 26
13 50 53
104 37 74
44 5 94
1 54 76
33 47 59
90 68 86
46 68 68
31 71 14
22 42 20
11 100 76
40 60 75
68 64 45
15 12 77
37 102 38
20 41 13
78 75 93
